Year,Month,Day,Hour,DirectInclined,DiffuseInclined,Reflected,GlobalInclined,DirectHoriz,DiffusHoriz,GlobalHoriz,TopOfAtmosphere
2005,1,1,0.25,0,0,0,0,0,0,0,0
2005,1,1,0.5,0,0,0,0,0,0,0,0
2005,1,1,0.75,0,0,0,0,0,0,0,0
2005,1,1,1,0,0,0,0,0,0,0,0
2005,1,1,1.25,0,0,0,0,0,0,0,0
2005,1,1,1.5,0,0,0,0,0,0,0,0
2005,1,1,1.75,0,0,0,0,0,0,0,0
2005,1,1,2,0,0,0,0,0,0,0,0
2005,1,1,2.25,0,0,0,0,0,0,0,0
2005,1,1,2.5,0,0,0,0,0,0,0,0
2005,1,1,2.75,0,0,0,0,0,0,0,0
2005,1,1,3,0,0,0,0,0,0,0,0
2005,1,1,3.25,0,0,0,0,0,0,0,0
2005,1,1,3.5,0,0,0,0,0,0,0,0
2005,1,1,3.75,0,0,0,0,0,0,0,0
2005,1,1,4,0,0,0,0,0,0,0,0
2005,1,1,4.25,0,0,0,0,0,0,0,0
2005,1,1,4.5,0,0,0,0,0,0,0,0
2005,1,1,4.75,0,0,0,0,0,0,0,0
2005,1,1,5,0,0,0,0,0,0,0,0
2005,1,1,5.25,0,0,0,0,0,0,0,0
2005,1,1,5.5,0,0,0,0,0,0,0,0
2005,1,1,5.75,0,0,0,0,0,0,0,0
2005,1,1,6,0,0,0,0,0,0,0,0
2005,1,1,6.25,0,0,0,0,0,0,0,0
2005,1,1,6.5,0,0,0,0,0,0,0,0
2005,1,1,6.75,0,0,0,0,0,0,0,0
2005,1,1,7,0,0,0,0,0,0,0,0
2005,1,1,7.25,0,0,0,0,0,0,0,0
2005,1,1,7.5,0,0,0,0,0,0,0,0
2005,1,1,7.75,0,0,0,0,0,0,0,0
2005,1,1,8,0,1.4,0,1.5,0.1,1.3,1.4,1.6
2005,1,1,8.25,2.1,3.8,0.1,6,0.2,3.9,4.1,12.4
2005,1,1,8.5,2,5.5,0.1,7.6,0.4,5.7,6,24.3
2005,1,1,8.75,3.5,7.5,0.1,11.1,0.8,7.5,8.3,35.6
2005,1,1,9,6.7,9.7,0.1,16.5,1.8,9.3,11.1,46.3
2005,1,1,9.25,10.2,11.9,0.2,22.2,3.1,11.1,14.2,56.3
2005,1,1,9.5,13.7,14.1,0.2,28,4.6,13,17.5,65.7
2005,1,1,9.75,16.6,16.1,0.3,33,5.9,14.7,20.6,74.4
2005,1,1,10,8.8,14.8,0.2,23.8,3.3,14.6,17.9,82.3
2005,1,1,10.25,4.6,13.4,0.2,18.2,1.8,13.9,15.7,89.4
2005,1,1,10.5,4.3,13.9,0.2,18.4,1.7,14.5,16.2,95.7
2005,1,1,10.75,3.4,13.3,0.2,16.9,1.4,14,15.4,101.2
2005,1,1,11,3.1,13.4,0.2,16.6,1.3,14,15.3,105.7
2005,1,1,11.25,3.9,15.1,0.2,19.2,1.6,15.8,17.5,109.4
2005,1,1,11.5,5.5,17.4,0.3,23.2,2.4,18.1,20.4,112.2
2005,1,1,11.75,14.3,22.3,0.4,37,6.1,22,28.2,114.1
2005,1,1,12,18.2,24.1,0.4,42.8,7.9,23.3,31.2,115
2005,1,1,12.25,15.6,23.3,0.4,39.3,6.7,22.8,29.5,115
2005,1,1,12.5,25.3,25.7,0.5,51.4,10.9,23.8,34.7,114.1
2005,1,1,12.75,42.7,28.1,0.6,71.3,18.3,23.8,42,112.2
2005,1,1,13,54.6,28.2,0.6,83.4,23.1,22.4,45.5,109.4
2005,1,1,13.25,39.1,25.6,0.5,65.2,16.3,21.8,38.1,105.7
2005,1,1,13.5,8.6,16.7,0.3,25.5,3.5,16.8,20.3,101.2
2005,1,1,13.75,1.6,8.7,0.1,10.4,0.6,9.2,9.8,95.7
2005,1,1,14,1.3,7.4,0.1,8.8,0.5,7.8,8.4,89.4
2005,1,1,14.25,1.6,7.9,0.1,9.6,0.6,8.4,8.9,82.3
2005,1,1,14.5,1.6,7.4,0.1,9.2,0.6,7.9,8.4,74.4
2005,1,1,14.75,1.4,6.5,0.1,8.1,0.5,6.9,7.4,65.7
2005,1,1,15,1.3,5.7,0.1,7.1,0.4,6,6.4,56.3
2005,1,1,15.25,1.2,4.9,0.1,6.2,0.3,5.2,5.5,46.3
2005,1,1,15.5,1.1,4.2,0.1,5.4,0.3,4.4,4.7,35.6
2005,1,1,15.75,1.2,3.3,0,4.5,0.2,3.5,3.7,24.3
2005,1,1,16,0.7,1.3,0,2.1,0.1,1.4,1.5,12.4
2005,1,1,16.25,0,0,0,0,0,0,0,1.6
2005,1,1,16.5,0,0,0,0,0,0,0,0
2005,1,1,16.75,0,0,0,0,0,0,0,0
2005,1,1,17,0,0,0,0,0,0,0,0
2005,1,1,17.25,0,0,0,0,0,0,0,0
2005,1,1,17.5,0,0,0,0,0,0,0,0
2005,1,1,17.75,0,0,0,0,0,0,0,0
2005,1,1,18,0,0,0,0,0,0,0,0
2005,1,1,18.25,0,0,0,0,0,0,0,0
2005,1,1,18.5,0,0,0,0,0,0,0,0
2005,1,1,18.75,0,0,0,0,0,0,0,0
2005,1,1,19,0,0,0,0,0,0,0,0
2005,1,1,19.25,0,0,0,0,0,0,0,0
2005,1,1,19.5,0,0,0,0,0,0,0,0
2005,1,1,19.75,0,0,0,0,0,0,0,0
2005,1,1,20,0,0,0,0,0,0,0,0
2005,1,1,20.25,0,0,0,0,0,0,0,0
2005,1,1,20.5,0,0,0,0,0,0,0,0
2005,1,1,20.75,0,0,0,0,0,0,0,0
2005,1,1,21,0,0,0,0,0,0,0,0
2005,1,1,21.25,0,0,0,0,0,0,0,0
2005,1,1,21.5,0,0,0,0,0,0,0,0
2005,1,1,21.75,0,0,0,0,0,0,0,0
2005,1,1,22,0,0,0,0,0,0,0,0
2005,1,1,22.25,0,0,0,0,0,0,0,0
2005,1,1,22.5,0,0,0,0,0,0,0,0
2005,1,1,22.75,0,0,0,0,0,0,0,0
2005,1,1,23,0,0,0,0,0,0,0,0
2005,1,1,23.25,0,0,0,0,0,0,0,0
2005,1,1,23.5,0,0,0,0,0,0,0,0
2005,1,1,23.75,0,0,0,0,0,0,0,0
2005,1,1,24,0,0,0,0,0,0,0,0
2005,1,2,0.25,0,0,0,0,0,0,0,0
2005,1,2,0.5,0,0,0,0,0,0,0,0
2005,1,2,0.75,0,0,0,0,0,0,0,0
2005,1,2,1,0,0,0,0,0,0,0,0
2005,1,2,1.25,0,0,0,0,0,0,0,0
2005,1,2,1.5,0,0,0,0,0,0,0,0
2005,1,2,1.75,0,0,0,0,0,0,0,0
2005,1,2,2,0,0,0,0,0,0,0,0
2005,1,2,2.25,0,0,0,0,0,0,0,0
2005,1,2,2.5,0,0,0,0,0,0,0,0
2005,1,2,2.75,0,0,0,0,0,0,0,0
2005,1,2,3,0,0,0,0,0,0,0,0
2005,1,2,3.25,0,0,0,0,0,0,0,0
2005,1,2,3.5,0,0,0,0,0,0,0,0
2005,1,2,3.75,0,0,0,0,0,0,0,0
2005,1,2,4,0,0,0,0,0,0,0,0
2005,1,2,4.25,0,0,0,0,0,0,0,0
2005,1,2,4.5,0,0,0,0,0,0,0,0
2005,1,2,4.75,0,0,0,0,0,0,0,0
2005,1,2,5,0,0,0,0,0,0,0,0
2005,1,2,5.25,0,0,0,0,0,0,0,0
2005,1,2,5.5,0,0,0,0,0,0,0,0
2005,1,2,5.75,0,0,0,0,0,0,0,0
2005,1,2,6,0,0,0,0,0,0,0,0
2005,1,2,6.25,0,0,0,0,0,0,0,0
2005,1,2,6.5,0,0,0,0,0,0,0,0
2005,1,2,6.75,0,0,0,0,0,0,0,0
2005,1,2,7,0,0,0,0,0,0,0,0
2005,1,2,7.25,0,0,0,0,0,0,0,0
2005,1,2,7.5,0,0,0,0,0,0,0,0
2005,1,2,7.75,0,0,0,0,0,0,0,0
2005,1,2,8,0,2.5,0,2.5,0.1,2.4,2.5,1.9
2005,1,2,8.25,2.7,4.5,0.1,7.2,0.3,4.6,4.9,12.9
2005,1,2,8.5,2.8,6.9,0.1,9.8,0.5,7,7.5,24.7
2005,1,2,8.75,8,9.8,0.1,18,1.9,9,10.9,36
2005,1,2,9,16.4,12.5,0.2,29.1,4.6,10.4,14.9,46.7
2005,1,2,9.25,24.6,14.6,0.3,39.4,7.6,11.7,19.3,56.8
2005,1,2,9.5,31.5,16.2,0.3,48.1,10.6,12.7,23.3,66.2
2005,1,2,9.75,38.2,17.9,0.4,56.4,13.7,13.8,27.5,74.9
2005,1,2,10,47.1,20,0.4,67.5,17.7,15.1,32.8,82.8
2005,1,2,10.25,55.3,22,0.5,77.8,21.6,16.3,37.9,89.9
2005,1,2,10.5,62.9,24,0.6,87.5,25.3,17.6,42.8,96.2
2005,1,2,10.75,54.3,25.6,0.6,80.5,22.3,19.9,42.2,101.7
2005,1,2,11,59.2,27.3,0.6,87.1,24.8,21.1,45.8,106.2
2005,1,2,11.25,60.7,28.6,0.6,90,25.8,22.2,47.9,109.9
2005,1,2,11.5,31.5,26.3,0.5,58.3,13.5,23.6,37.1,112.7
2005,1,2,11.75,14.4,22.7,0.4,37.4,6.2,22.3,28.6,114.6
2005,1,2,12,9,20.4,0.3,29.7,3.9,20.7,24.6,115.5
2005,1,2,12.25,7.6,19.6,0.3,27.5,3.3,20.1,23.4,115.5
2005,1,2,12.5,18.3,23.7,0.4,42.4,7.9,22.9,30.8,114.6
2005,1,2,12.75,41.8,28,0.6,70.4,17.9,23.9,41.8,112.7
2005,1,2,13,38.8,26.9,0.5,66.3,16.5,23.2,39.6,109.9
2005,1,2,13.25,46.7,26.5,0.6,73.8,19.5,21.8,41.3,106.2
2005,1,2,13.5,29.5,23.2,0.4,53.1,12.2,20.6,32.7,101.7
2005,1,2,13.75,10.9,17.9,0.3,29.1,4.4,17.8,22.2,96.2
2005,1,2,14,3.2,11.4,0.2,14.8,1.2,11.9,13.2,89.9
2005,1,2,14.25,1.3,7.1,0.1,8.5,0.5,7.5,8,82.8
2005,1,2,14.5,1.1,5.8,0.1,7,0.4,6.2,6.5,74.9
2005,1,2,14.75,1,5.2,0.1,6.3,0.3,5.5,5.9,66.2
2005,1,2,15,1,4.7,0.1,5.7,0.3,4.9,5.2,56.8
2005,1,2,15.25,1,4.2,0.1,5.2,0.3,4.4,4.7,46.7
2005,1,2,15.5,1,3.6,0.1,4.6,0.2,3.7,4,36
2005,1,2,15.75,0.9,2.6,0,3.5,0.2,2.7,2.9,24.7
2005,1,2,16,0.2,0.5,0,0.7,0,0.5,0.6,12.9
2005,1,2,16.25,0,0,0,0,0,0,0,1.9
2005,1,2,16.5,0,0,0,0,0,0,0,0
2005,1,2,16.75,0,0,0,0,0,0,0,0
2005,1,2,17,0,0,0,0,0,0,0,0
2005,1,2,17.25,0,0,0,0,0,0,0,0
2005,1,2,17.5,0,0,0,0,0,0,0,0
2005,1,2,17.75,0,0,0,0,0,0,0,0
2005,1,2,18,0,0,0,0,0,0,0,0
2005,1,2,18.25,0,0,0,0,0,0,0,0
2005,1,2,18.5,0,0,0,0,0,0,0,0
2005,1,2,18.75,0,0,0,0,0,0,0,0
2005,1,2,19,0,0,0,0,0,0,0,0
2005,1,2,19.25,0,0,0,0,0,0,0,0
2005,1,2,19.5,0,0,0,0,0,0,0,0
2005,1,2,19.75,0,0,0,0,0,0,0,0
2005,1,2,20,0,0,0,0,0,0,0,0
2005,1,2,20.25,0,0,0,0,0,0,0,0
2005,1,2,20.5,0,0,0,0,0,0,0,0
2005,1,2,20.75,0,0,0,0,0,0,0,0
2005,1,2,21,0,0,0,0,0,0,0,0
2005,1,2,21.25,0,0,0,0,0,0,0,0
2005,1,2,21.5,0,0,0,0,0,0,0,0
2005,1,2,21.75,0,0,0,0,0,0,0,0
2005,1,2,22,0,0,0,0,0,0,0,0
2005,1,2,22.25,0,0,0,0,0,0,0,0
2005,1,2,22.5,0,0,0,0,0,0,0,0
2005,1,2,22.75,0,0,0,0,0,0,0,0
2005,1,2,23,0,0,0,0,0,0,0,0
2005,1,2,23.25,0,0,0,0,0,0,0,0
2005,1,2,23.5,0,0,0,0,0,0,0,0
2005,1,2,23.75,0,0,0,0,0,0,0,0
2005,1,2,24,0,0,0,0,0,0,0,0
2005,1,3,0.25,0,0,0,0,0,0,0,0
2005,1,3,0.5,0,0,0,0,0,0,0,0
2005,1,3,0.75,0,0,0,0,0,0,0,0
2005,1,3,1,0,0,0,0,0,0,0,0
2005,1,3,1.25,0,0,0,0,0,0,0,0
2005,1,3,1.5,0,0,0,0,0,0,0,0
2005,1,3,1.75,0,0,0,0,0,0,0,0
2005,1,3,2,0,0,0,0,0,0,0,0
2005,1,3,2.25,0,0,0,0,0,0,0,0
2005,1,3,2.5,0,0,0,0,0,0,0,0
2005,1,3,2.75,0,0,0,0,0,0,0,0
2005,1,3,3,0,0,0,0,0,0,0,0
2005,1,3,3.25,0,0,0,0,0,0,0,0
2005,1,3,3.5,0,0,0,0,0,0,0,0
2005,1,3,3.75,0,0,0,0,0,0,0,0
2005,1,3,4,0,0,0,0,0,0,0,0
2005,1,3,4.25,0,0,0,0,0,0,0,0
2005,1,3,4.5,0,0,0,0,0,0,0,0
2005,1,3,4.75,0,0,0,0,0,0,0,0
2005,1,3,5,0,0,0,0,0,0,0,0
2005,1,3,5.25,0,0,0,0,0,0,0,0
2005,1,3,5.5,0,0,0,0,0,0,0,0
2005,1,3,5.75,0,0,0,0,0,0,0,0
2005,1,3,6,0,0,0,0,0,0,0,0
2005,1,3,6.25,0,0,0,0,0,0,0,0
2005,1,3,6.5,0,0,0,0,0,0,0,0
2005,1,3,6.75,0,0,0,0,0,0,0,0
2005,1,3,7,0,0,0,0,0,0,0,0
2005,1,3,7.25,0,0,0,0,0,0,0,0
2005,1,3,7.5,0,0,0,0,0,0,0,0
2005,1,3,7.75,0,0,0,0,0,0,0,0
2005,1,3,8,0,1.9,0,1.9,0.1,1.8,1.9,2.1
2005,1,3,8.25,2.3,4.1,0.1,6.5,0.2,4.2,4.4,13.4
2005,1,3,8.5,2.2,5.9,0.1,8.2,0.4,6.1,6.5,25.2
2005,1,3,8.75,4.4,8.2,0.1,12.7,1.1,8,9.1,36.5
2005,1,3,9,8.6,10.5,0.2,19.3,2.4,9.8,12.2,47.2
2005,1,3,9.25,13.1,12.8,0.2,26,4.1,11.6,15.7,57.3
2005,1,3,9.5,17.3,15,0.3,32.5,5.9,13.4,19.2,66.7
2005,1,3,9.75,21.2,16.9,0.3,38.4,7.6,14.9,22.6,75.4
2005,1,3,10,27.5,18.8,0.4,46.7,10.4,16.2,26.6,83.3
2005,1,3,10.25,43.2,21.8,0.5,65.4,16.9,17.3,34.3,90.5
2005,1,3,10.5,60.4,24.2,0.6,85.1,24.4,17.9,42.3,96.8
2005,1,3,10.75,69.1,26,0.6,95.8,28.5,18.9,47.4,102.2
2005,1,3,11,72.7,27.7,0.7,101,30.6,20.1,50.7,106.8
2005,1,3,11.25,76.7,29,0.7,106.5,32.7,21,53.7,110.5
2005,1,3,11.5,66.4,30,0.7,97.1,28.6,22.9,51.4,113.3
2005,1,3,11.75,70.4,30.8,0.7,101.9,30.5,23.2,53.7,115.1
2005,1,3,12,71.7,31.1,0.7,103.5,31.1,23.4,54.6,116.1
2005,1,3,12.25,51.9,30.2,0.6,82.7,22.5,24.7,47.3,116.1
2005,1,3,12.5,58.8,30.3,0.7,89.8,25.5,24,49.5,115.1
2005,1,3,12.75,55.9,29.6,0.6,86.1,24.1,23.6,47.7,113.3
2005,1,3,13,63.5,28.9,0.7,93,27.1,22.1,49.2,110.5
2005,1,3,13.25,51.8,27.1,0.6,79.4,21.8,21.7,43.4,106.8
2005,1,3,13.5,15.7,20.3,0.3,36.4,6.5,19.6,26.1,102.2
2005,1,3,13.75,14.9,19.3,0.3,34.6,6,18.6,24.6,96.8
2005,1,3,14,12.9,17.8,0.3,31,5.1,17.3,22.3,90.5
2005,1,3,14.25,18.9,17.8,0.3,37,7.1,16.3,23.4,83.3
2005,1,3,14.5,20.6,16.8,0.3,37.7,7.4,14.9,22.4,75.4
2005,1,3,14.75,16.8,14.9,0.3,32,5.7,13.3,19.1,66.7
2005,1,3,15,12.7,12.7,0.2,25.6,4,11.6,15.5,57.3
2005,1,3,15.25,8.4,10.4,0.2,19,2.3,9.7,12.1,47.2
2005,1,3,15.5,4.3,8.1,0.1,12.6,1,8,9,36.5
2005,1,3,15.75,2.2,5.9,0.1,8.2,0.4,6.1,6.5,25.2
2005,1,3,16,2.3,4.1,0.1,6.4,0.2,4.2,4.4,13.4
2005,1,3,16.25,0,1.9,0,1.9,0.1,1.7,1.8,2.1
2005,1,3,16.5,0,0,0,0,0,0,0,0
2005,1,3,16.75,0,0,0,0,0,0,0,0
2005,1,3,17,0,0,0,0,0,0,0,0
2005,1,3,17.25,0,0,0,0,0,0,0,0
2005,1,3,17.5,0,0,0,0,0,0,0,0
2005,1,3,17.75,0,0,0,0,0,0,0,0
2005,1,3,18,0,0,0,0,0,0,0,0
2005,1,3,18.25,0,0,0,0,0,0,0,0
2005,1,3,18.5,0,0,0,0,0,0,0,0
2005,1,3,18.75,0,0,0,0,0,0,0,0
2005,1,3,19,0,0,0,0,0,0,0,0
2005,1,3,19.25,0,0,0,0,0,0,0,0
2005,1,3,19.5,0,0,0,0,0,0,0,0
2005,1,3,19.75,0,0,0,0,0,0,0,0
2005,1,3,20,0,0,0,0,0,0,0,0
2005,1,3,20.25,0,0,0,0,0,0,0,0
2005,1,3,20.5,0,0,0,0,0,0,0,0
2005,1,3,20.75,0,0,0,0,0,0,0,0
2005,1,3,21,0,0,0,0,0,0,0,0
2005,1,3,21.25,0,0,0,0,0,0,0,0
2005,1,3,21.5,0,0,0,0,0,0,0,0
2005,1,3,21.75,0,0,0,0,0,0,0,0
2005,1,3,22,0,0,0,0,0,0,0,0
2005,1,3,22.25,0,0,0,0,0,0,0,0
2005,1,3,22.5,0,0,0,0,0,0,0,0
2005,1,3,22.75,0,0,0,0,0,0,0,0
2005,1,3,23,0,0,0,0,0,0,0,0
2005,1,3,23.25,0,0,0,0,0,0,0,0
2005,1,3,23.5,0,0,0,0,0,0,0,0
2005,1,3,23.75,0,0,0,0,0,0,0,0
2005,1,3,24,0,0,0,0,0,0,0,0
2005,1,4,0.25,0,0,0,0,0,0,0,0
2005,1,4,0.5,0,0,0,0,0,0,0,0
2005,1,4,0.75,0,0,0,0,0,0,0,0
2005,1,4,1,0,0,0,0,0,0,0,0
2005,1,4,1.25,0,0,0,0,0,0,0,0
2005,1,4,1.5,0,0,0,0,0,0,0,0
2005,1,4,1.75,0,0,0,0,0,0,0,0
2005,1,4,2,0,0,0,0,0,0,0,0
2005,1,4,2.25,0,0,0,0,0,0,0,0
2005,1,4,2.5,0,0,0,0,0,0,0,0
2005,1,4,2.75,0,0,0,0,0,0,0,0
2005,1,4,3,0,0,0,0,0,0,0,0
2005,1,4,3.25,0,0,0,0,0,0,0,0
2005,1,4,3.5,0,0,0,0,0,0,0,0
2005,1,4,3.75,0,0,0,0,0,0,0,0
2005,1,4,4,0,0,0,0,0,0,0,0
2005,1,4,4.25,0,0,0,0,0,0,0,0
2005,1,4,4.5,0,0,0,0,0,0,0,0
2005,1,4,4.75,0,0,0,0,0,0,0,0
2005,1,4,5,0,0,0,0,0,0,0,0
2005,1,4,5.25,0,0,0,0,0,0,0,0
2005,1,4,5.5,0,0,0,0,0,0,0,0
2005,1,4,5.75,0,0,0,0,0,0,0,0
2005,1,4,6,0,0,0,0,0,0,0,0
2005,1,4,6.25,0,0,0,0,0,0,0,0
2005,1,4,6.5,0,0,0,0,0,0,0,0
2005,1,4,6.75,0,0,0,0,0,0,0,0
2005,1,4,7,0,0,0,0,0,0,0,0
2005,1,4,7.25,0,0,0,0,0,0,0,0
2005,1,4,7.5,0,0,0,0,0,0,0,0
2005,1,4,7.75,0,0,0,0,0,0,0,0
2005,1,4,8,0.2,1.9,0,2.1,0.1,1.6,1.7,2.4
2005,1,4,8.25,2.2,4,0.1,6.2,0.2,4.1,4.3,13.9
2005,1,4,8.5,2,5.7,0.1,7.8,0.4,5.9,6.3,25.8
2005,1,4,8.75,3.7,7.7,0.1,11.5,0.9,7.7,8.6,37.1
2005,1,4,9,6.8,9.9,0.2,16.8,1.9,9.5,11.4,47.8
2005,1,4,9.25,10.2,12,0.2,22.4,3.2,11.3,14.5,57.9
2005,1,4,9.5,13.5,14.3,0.2,28,4.6,13.2,17.8,67.3
2005,1,4,9.75,16.4,16.3,0.3,32.9,5.9,15,20.9,76
2005,1,4,10,13.5,16.9,0.3,30.7,5.1,16.2,21.3,83.9
2005,1,4,10.25,11.2,17.4,0.3,28.9,4.4,17.1,21.5,91
2005,1,4,10.5,7.5,16.7,0.3,24.5,3,17,20,97.3
2005,1,4,10.75,5.6,16.2,0.3,22.1,2.3,16.8,19.1,102.8
2005,1,4,11,3.5,14.2,0.2,17.8,1.5,14.8,16.3,107.4
2005,1,4,11.25,6.3,17.8,0.3,24.3,2.7,18.3,21,111.1
2005,1,4,11.5,6.9,18.9,0.3,26.1,3,19.4,22.4,113.9
2005,1,4,11.75,3.7,15.5,0.2,19.5,1.6,16.3,17.9,115.7
2005,1,4,12,19,24,0.4,43.4,8.3,23,31.3,116.7
2005,1,4,12.25,32.5,28,0.5,61,14.2,25.2,39.3,116.7
2005,1,4,12.5,19.3,24.5,0.4,44.2,8.4,23.5,31.9,115.7
2005,1,4,12.75,7.2,18.9,0.3,26.4,3.1,19.4,22.5,113.9
2005,1,4,13,5.1,16.9,0.3,22.2,2.2,17.6,19.7,111.1
2005,1,4,13.25,11.1,19.8,0.3,31.3,4.7,19.8,24.5,107.4
2005,1,4,13.5,32.3,23.9,0.5,56.7,13.4,21,34.4,102.8
2005,1,4,13.75,11.1,17.4,0.3,28.8,4.5,17.2,21.7,97.3
2005,1,4,14,4.3,13.3,0.2,17.8,1.7,13.8,15.5,91
2005,1,4,14.25,2.8,10.6,0.2,13.5,1.1,11.1,12.1,83.9
2005,1,4,14.5,3.7,10.8,0.2,14.7,1.3,11.2,12.5,76
2005,1,4,14.75,3.9,10.1,0.2,14.2,1.3,10.4,11.7,67.3
2005,1,4,15,3.1,8.5,0.1,11.7,1,8.7,9.7,57.9
2005,1,4,15.25,2.3,7,0.1,9.5,0.7,7.2,7.9,47.8
2005,1,4,15.5,1.7,5.7,0.1,7.5,0.4,5.9,6.3,37.1
2005,1,4,15.75,1.5,4.5,0.1,6.1,0.3,4.7,4.9,25.8
2005,1,4,16,1.7,3.1,0,4.8,0.2,3.2,3.4,13.9
2005,1,4,16.25,0.1,0.3,0,0.4,0,0.3,0.4,2.4
2005,1,4,16.5,0,0,0,0,0,0,0,0
2005,1,4,16.75,0,0,0,0,0,0,0,0
2005,1,4,17,0,0,0,0,0,0,0,0
2005,1,4,17.25,0,0,0,0,0,0,0,0
2005,1,4,17.5,0,0,0,0,0,0,0,0
2005,1,4,17.75,0,0,0,0,0,0,0,0
2005,1,4,18,0,0,0,0,0,0,0,0
2005,1,4,18.25,0,0,0,0,0,0,0,0
2005,1,4,18.5,0,0,0,0,0,0,0,0
2005,1,4,18.75,0,0,0,0,0,0,0,0
2005,1,4,19,0,0,0,0,0,0,0,0
2005,1,4,19.25,0,0,0,0,0,0,0,0
2005,1,4,19.5,0,0,0,0,0,0,0,0
2005,1,4,19.75,0,0,0,0,0,0,0,0
2005,1,4,20,0,0,0,0,0,0,0,0
2005,1,4,20.25,0,0,0,0,0,0,0,0
2005,1,4,20.5,0,0,0,0,0,0,0,0
2005,1,4,20.75,0,0,0,0,0,0,0,0
2005,1,4,21,0,0,0,0,0,0,0,0
2005,1,4,21.25,0,0,0,0,0,0,0,0
2005,1,4,21.5,0,0,0,0,0,0,0,0
2005,1,4,21.75,0,0,0,0,0,0,0,0
2005,1,4,22,0,0,0,0,0,0,0,0
2005,1,4,22.25,0,0,0,0,0,0,0,0
2005,1,4,22.5,0,0,0,0,0,0,0,0
2005,1,4,22.75,0,0,0,0,0,0,0,0
2005,1,4,23,0,0,0,0,0,0,0,0
2005,1,4,23.25,0,0,0,0,0,0,0,0
2005,1,4,23.5,0,0,0,0,0,0,0,0
2005,1,4,23.75,0,0,0,0,0,0,0,0
2005,1,4,24,0,0,0,0,0,0,0,0
2005,1,5,0.25,0,0,0,0,0,0,0,0
2005,1,5,0.5,0,0,0,0,0,0,0,0
2005,1,5,0.75,0,0,0,0,0,0,0,0
2005,1,5,1,0,0,0,0,0,0,0,0
2005,1,5,1.25,0,0,0,0,0,0,0,0
2005,1,5,1.5,0,0,0,0,0,0,0,0
2005,1,5,1.75,0,0,0,0,0,0,0,0
2005,1,5,2,0,0,0,0,0,0,0,0
2005,1,5,2.25,0,0,0,0,0,0,0,0
2005,1,5,2.5,0,0,0,0,0,0,0,0
2005,1,5,2.75,0,0,0,0,0,0,0,0
2005,1,5,3,0,0,0,0,0,0,0,0
2005,1,5,3.25,0,0,0,0,0,0,0,0
2005,1,5,3.5,0,0,0,0,0,0,0,0
2005,1,5,3.75,0,0,0,0,0,0,0,0
2005,1,5,4,0,0,0,0,0,0,0,0
2005,1,5,4.25,0,0,0,0,0,0,0,0
2005,1,5,4.5,0,0,0,0,0,0,0,0
2005,1,5,4.75,0,0,0,0,0,0,0,0
2005,1,5,5,0,0,0,0,0,0,0,0
2005,1,5,5.25,0,0,0,0,0,0,0,0
2005,1,5,5.5,0,0,0,0,0,0,0,0
2005,1,5,5.75,0,0,0,0,0,0,0,0
2005,1,5,6,0,0,0,0,0,0,0,0
2005,1,5,6.25,0,0,0,0,0,0,0,0
2005,1,5,6.5,0,0,0,0,0,0,0,0
2005,1,5,6.75,0,0,0,0,0,0,0,0
2005,1,5,7,0,0,0,0,0,0,0,0
2005,1,5,7.25,0,0,0,0,0,0,0,0
2005,1,5,7.5,0,0,0,0,0,0,0,0
2005,1,5,7.75,0,0,0,0,0,0,0,0
2005,1,5,8,0.4,2.5,0,2.9,0.1,2.4,2.5,2.8
2005,1,5,8.25,2.4,4.5,0.1,6.9,0.3,4.6,4.9,14.4
2005,1,5,8.5,2.6,6.6,0.1,9.3,0.5,6.7,7.2,26.3
2005,1,5,8.75,6.4,9.2,0.1,15.7,1.6,8.7,10.3,37.6
2005,1,5,9,12.3,11.7,0.2,24.2,3.5,10.4,13.9,48.4
2005,1,5,9.25,18.3,14,0.2,32.5,5.8,12,17.8,58.5
2005,1,5,9.5,23.7,16,0.3,40,8.1,13.5,21.7,67.9
2005,1,5,9.75,28.4,17.6,0.3,46.4,10.4,14.8,25.1,76.6
2005,1,5,10,33.7,19.7,0.4,53.8,12.9,16.3,29.2,84.5
2005,1,5,10.25,39.4,21.8,0.4,61.7,15.6,17.9,33.4,91.7
2005,1,5,10.5,13.1,18.5,0.3,31.9,5.3,18,23.3,98
2005,1,5,10.75,3.8,14.2,0.2,18.2,1.6,14.8,16.4,103.4
2005,1,5,11,6.8,17.7,0.3,24.8,2.9,18.1,21,108
2005,1,5,11.25,18,23.2,0.4,41.7,7.7,22.4,30.1,111.7
2005,1,5,11.5,11.6,21.3,0.4,33.3,5,21.4,26.4,114.5
2005,1,5,11.75,5,17.4,0.3,22.6,2.2,18.1,20.3,116.4
2005,1,5,12,12.7,22.2,0.4,35.3,5.5,22.2,27.7,117.3
2005,1,5,12.25,31.6,27.9,0.5,60,13.8,25.2,39.1,117.3
2005,1,5,12.5,24.1,26.1,0.5,50.6,10.5,24.4,35,116.4
2005,1,5,12.75,16.8,23.6,0.4,40.8,7.3,22.9,30.2,114.5
2005,1,5,13,10.6,20.5,0.3,31.5,4.6,20.7,25.2,111.7
2005,1,5,13.25,10.2,19.8,0.3,30.3,4.3,19.9,24.2,108
2005,1,5,13.5,11.8,19.6,0.3,31.7,4.9,19.4,24.4,103.4
